ID,HasURL-TW,HasMedia-Tw,Friends,Tweets,Followers,Verified,Listed,Description,Image,User-URL,Age,VT,Label
1352433901550014464,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352446326001156098,0,0,1272,90283,614,0,19,111,0,1,9,0,__label1__
1352446331718045699,0,1,1272,90283,614,0,19,111,0,1,9,0,__label1__
1352481178708627458,0,0,1272,90283,614,0,19,111,0,1,9,0,__label1__
1352481185637703685,0,0,1272,90283,614,0,19,111,0,1,9,0,__label1__
1352481236082561024,0,1,1272,90283,614,0,19,111,0,1,9,0,__label1__
1352487667234037763,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352487690042626050,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352491099315695616,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352506343438036994,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352517432825552896,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352519444149448705,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352520247513731075,0,0,287,9659,209,0,9,132,1,0,5,0,__label1__
1352522846107537413,0,1,384,16414,501,0,12,96,0,1,13,0,__label1__
1352530884344340480,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352530975545303040,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352531088665673729,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352534441743192066,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352535532430127104,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352535642991960066,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352542576553951233,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352542576944029696,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352542688319479809,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352551599432994817,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352553216525799425,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352553428380250112,0,1,384,16414,501,0,12,96,0,1,13,0,__label1__
1352553950218776577,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352558512921063427,0,0,339,3191,7416,0,187,61,0,0,6,0,__label1__
1352561389630599168,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352576509005885443,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352589520097533952,0,0,790,37645,446,0,12,21,0,1,13,0,__label1__
1352591800259624964,0,0,982,360502,25757,0,108,157,0,1,6,0,__label1__
1352604838756945923,0,1,0,4232,25,0,1,27,1,0,2,0,__label1__
1352611499722776578,0,1,0,4232,25,0,1,27,1,0,2,0,__label1__
1352615109810561029,0,1,0,4232,25,0,1,27,1,0,2,0,__label1__
1352616617398595585,0,1,0,4232,25,0,1,27,1,0,2,0,__label1__
1352624908799332356,0,1,0,4232,25,0,1,27,1,0,2,0,__label1__
1352629447942258692,0,1,0,4232,25,0,1,27,1,0,2,0,__label1__
1352631664619311113,0,0,790,37645,446,0,12,21,0,1,13,0,__label1__
1352636526941720576,1,1,267,9896,1416,0,67,0,0,1,4,0,__label1__
1352650232803127296,0,0,790,37645,446,0,12,21,0,1,13,0,__label1__
1352651271853862913,0,0,790,37645,446,0,12,21,0,1,13,0,__label1__
1352651464271912963,0,0,384,16414,501,0,12,96,0,1,13,0,__label1__
1352735364373426180,0,0,982,25225,2644,0,63,159,1,0,4,0,__label1__
1352742160446189569,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352746888231960577,0,0,1272,90283,614,0,19,111,0,1,9,0,__label1__
1352754012899180545,0,0,790,37645,446,0,12,21,0,1,13,0,__label1__
1352754101092835337,0,1,790,37645,446,0,12,21,0,1,13,0,__label1__
1352767829896962048,1,1,267,9896,1416,0,67,0,0,1,4,0,__label1__
1354944610158718990,0,1,4519,20537,6681,0,291,158,0,1,13,0,__label1__
1354946103339315208,0,0,385,18216,512,0,12,96,0,1,13,0,__label1__
1355039791457308673,0,0,5005,3051,628,0,10,160,1,1,5,0,__label1__
1355278713592508416,1,1,268,10088,1421,0,67,47,0,1,4,0,__label1__
1367772774601687042,0,1,16,58,16,0,0,175,1,1,9,0,__label1__
1367801147147366404,0,1,110,6615,5115,0,106,135,0,1,5,0,__label1__
1367803324704026624,0,0,384,27173,602,0,15,96,0,1,13,0,__label1__
1367805099834101763,0,0,3068,60479,1639,0,293,0,0,0,7,0,__label1__
1367827860015083525,1,1,270,10925,1558,0,73,47,0,1,4,0,__label1__
1367854675882631176,0,1,4522,20957,6790,0,295,158,0,1,13,0,__label1__
1367899793570332680,0,1,344,196,176,0,3,29,1,1,2,0,__label1__
1367903030759276548,0,1,374,27907,142,0,1,89,1,0,2,0,__label1__
1367907649543540736,0,1,256,102773,728,0,22,71,0,1,9,0,__label1__
1367909325566603271,0,1,384,27173,602,0,15,96,0,1,13,0,__label1__
1367933258487508996,0,1,1605,747,187,0,2,43,0,0,12,0,__label1__
1367933905974738945,0,1,1605,747,187,0,2,43,0,0,12,0,__label1__
1367936487543644160,0,0,243,628,6,0,0,17,1,0,1,0,__label1__
1367969300103925763,1,1,270,10925,1558,0,73,47,0,1,4,0,__label1__
1367969548691906562,1,1,270,10925,1558,0,73,47,0,1,4,0,__label1__
1367969897947430912,1,1,270,10925,1558,0,73,47,0,1,4,0,__label1__
1367970071117582338,1,1,270,10925,1558,0,73,47,0,1,4,0,__label1__
1367975299221233666,0,0,1108,26589,2820,0,68,159,1,0,4,0,__label1__
1367981814023778305,0,1,84,16842,333,0,24,136,1,0,11,0,__label1__
1367981809963732994,1,0,84,16842,333,0,24,136,1,0,11,0,__label1__
1367985703628369921,1,1,84,16842,333,0,24,136,1,0,11,0,__label1__
1370268396319694854,1,1,273,11164,1576,0,73,47,0,1,4,0,__label1__
1370270798959669251,0,0,288,10160,216,0,8,132,1,0,5,0,__label1__
1370311222936014854,0,1,72,3871,102,0,5,0,1,0,3,0,__label1__
1372851748956733442,1,1,248,6681,5236,0,104,135,0,1,5,0,__label1__
1372860868195672065,0,0,232,1079,253,0,7,8,1,0,3,0,__label1__
1372861831837061120,0,0,384,30893,651,0,16,96,0,1,13,0,__label1__
1372899890980880391,0,0,182,524,220,0,14,48,0,0,4,0,__label1__
1372918783661076480,0,1,248,6681,5236,0,104,135,0,1,5,0,__label1__
1372984878937952257,0,0,2302,19113,1089,0,5,99,0,1,11,0,__label1__
1373002257122349056,0,0,1166,27355,2875,0,65,159,1,0,4,0,__label1__
1373002367017312262,0,0,1166,27355,2875,0,65,159,1,0,4,0,__label1__
1356030338162700291,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356031773566771202,0,1,4519,20564,6693,0,291,158,0,1,13,0,__label1__
1356032395808550913,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356033559362990081,0,0,385,18950,515,0,12,96,0,1,13,0,__label1__
1356040540136108034,0,0,1491,86514,1171,0,22,151,1,1,2,0,__label1__
1356043216374669313,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356043726179741699,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356064837441368065,0,0,1547,17427,143,0,3,0,1,0,12,0,__label1__
1356066084357459969,0,0,242,3002,28,0,0,0,1,0,12,0,__label1__
1356070812546191362,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356071168743190531,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356074481157074947,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356074484659326980,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356107271961456640,0,1,4519,20564,6693,0,291,158,0,1,13,0,__label1__
1356113689091469314,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356114648987267074,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356115147610333190,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356115809542791175,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356115881282174976,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356115912991137792,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356116064418091009,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356116085406396416,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356116551427121152,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356116647136919552,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356116671166078979,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356116673930162178,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356116680573915136,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356116677688242177,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356116961747476481,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356120314346938368,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356120313994604545,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356120358328348673,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356123118788616194,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356124914898653185,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356168143891120130,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356168219141103616,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356170509344333825,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356180116074864641,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356180148316467204,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356180186992144384,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356182768607178757,0,1,4519,20564,6693,0,291,158,0,1,13,0,__label1__
1356185836522528768,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356185834697981952,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356185895360208896,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356185893908918272,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356189329069117446,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356189332395196418,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356189360362811392,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356191543347048448,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356191670820360192,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356193024687144965,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356193058057048064,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356206364729597960,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356206399185854465,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356210346713735168,0,1,793,41021,454,0,13,21,0,1,13,0,__label1__
1356213108499509252,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356213120100929542,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356215239273050114,0,1,361,15412,121,0,1,89,1,0,2,0,__label1__
1356221222170877953,0,0,118,34,6,0,0,72,1,0,1,0,__label1__
1356222105738764289,0,0,385,18950,515,0,12,96,0,1,13,0,__label1__
1356238431026704388,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356242190394126339,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1356340610198855680,0,0,1001,25562,2688,0,63,159,1,0,4,0,__label1__
1356341782716444674,0,0,793,41021,454,0,13,21,0,1,13,0,__label1__
1356345020387909634,0,0,361,15412,121,0,1,89,1,0,2,0,__label1__
1358579907807203329,0,1,16,50,14,0,0,175,1,1,9,0,__label1__
1358606466970624001,0,0,241,3127,26,0,0,0,1,0,12,0,__label1__
1358621392665677825,0,0,0,925,410,0,11,81,1,0,3,0,__label1__
1358621988886044675,0,0,2,620692,11680,0,151,90,1,0,3,0,__label1__
1358651732377616387,0,0,1023,25784,2725,0,63,159,1,0,4,0,__label1__
1358694322304995329,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358703272475848704,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358705040886689792,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358707134934884352,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358708881619226625,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358743090786308097,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358745259400863745,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358748655948161025,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358776304565317637,0,1,269,10329,1542,0,75,47,0,1,4,0,__label1__
1358804982498140165,0,1,0,4448,24,0,1,29,1,0,2,0,__label1__
1358907806527545350,0,1,16,50,14,0,0,175,1,1,9,0,__label1__
1358907935875756034,0,0,241,3127,26,0,0,0,1,0,12,0,__label1__
1358908369176772610,0,0,1,2165835,34358,0,6811,49,1,0,6,0,__label1__
1358909418415525891,0,0,732,4935,92,0,9,0,0,1,14,0,__label1__
1361282921315852288,0,1,11,96,3,0,0,21,1,0,2,0,__label1__
1363658502330318849,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363658948616814592,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363659067974107139,0,1,385,24318,586,0,15,96,0,1,13,0,__label1__
1363659154175496194,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363663097987293185,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363704819488153605,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363705080919306240,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363717464048164864,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363719197788930048,0,1,385,24318,586,0,15,96,0,1,13,0,__label1__
1363719296828936195,0,0,798,46721,472,0,14,21,0,1,13,0,__label1__
1363719457609117700,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363719709649211392,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363722661604564993,0,0,374,23166,138,0,1,89,1,0,2,0,__label1__
1363722739190800386,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363722743494176771,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363722749450010630,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363725303147859968,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363725997691002881,0,0,798,46721,472,0,14,21,0,1,13,0,__label1__
1363726031895597057,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
1363726544154279938,0,0,798,46721,472,0,14,21,0,1,13,0,__label1__
1363726653617283074,0,0,385,24318,586,0,15,96,0,1,13,0,__label1__
1363726802976464897,0,1,385,24318,586,0,15,96,0,1,13,0,__label1__
1363727418448506881,0,1,798,46721,472,0,14,21,0,1,13,0,__label1__
1363729814570557440,0,0,798,46721,472,0,14,21,0,1,13,0,__label1__
1363730082594979844,0,0,374,23166,138,0,1,89,1,0,2,0,__label1__
1363730116237545474,0,0,374,23166,138,0,1,89,1,0,2,0,__label1__
1363730162530025472,0,1,374,23166,138,0,1,89,1,0,2,0,__label1__
