User-ID,Friends,Tweets,Followers,Verified,Listed,Description,Image,Created-At,URL,Age
906803084575338496,4139,61503,3649,0,5,160,1,Sun Sep 10 08:54:37 +0000 2017,0,4
1132092909061324805,322,363,76,0,0,36,1,Sat May 25 01:15:57 +0000 2019,1,2
1155643140537278464,559,10681,806,0,1,79,1,Mon Jul 29 00:56:10 +0000 2019,0,2
3125069316,4209,67924,382,0,0,111,1,Wed Apr 01 15:03:08 +0000 2015,0,6
1067906303614509062,186,21973,18686,0,50,169,0,Wed Nov 28 22:21:18 +0000 2018,1,3
891524379653193728,78,268,6,0,0,100,1,Sun Jul 30 05:02:30 +0000 2017,0,4
1027215509803155457,45,22185,92,0,0,97,1,Wed Aug 08 15:30:37 +0000 2018,0,3
1357172379009613829,357,2049,197,0,0,21,1,Thu Feb 04 03:41:48 +0000 2021,0,0
1305396814686740482,531,34546,930,0,43,31,1,Mon Sep 14 06:43:59 +0000 2020,0,1
4800699960,230,761,114,0,0,3,1,Sat Jan 23 02:11:08 +0000 2016,0,5
540966457,2239,87737,1990,0,66,110,0,Fri Mar 30 16:52:36 +0000 2012,0,9
3752088983,394,53687,720,0,1,45,1,Wed Sep 23 18:43:55 +0000 2015,0,6
1045315420176207872,332,12659,162,0,0,100,1,Thu Sep 27 14:13:11 +0000 2018,1,3
966165743405621249,108,5026,65,0,0,43,1,Wed Feb 21 04:20:38 +0000 2018,0,3
2828470096,7658,983780,905134,1,2149,142,0,Mon Oct 13 21:30:32 +0000 2014,1,7
1161491690412285952,430,12281,258,0,0,89,1,Wed Aug 14 04:16:13 +0000 2019,1,2
44392702,1665,42240,149,0,0,8,0,Wed Jun 03 16:22:51 +0000 2009,0,12
1280934533924347904,1921,209777,2392,0,3,83,1,Wed Jul 08 18:40:20 +0000 2020,0,1
1390275406918455296,336,7288,144,0,4,34,1,Thu May 06 12:01:09 +0000 2021,1,0
1002141911195508736,756,19171,737,0,0,12,1,Thu May 31 10:57:05 +0000 2018,1,3
44109691,847,124897,754,0,19,39,0,Tue Jun 02 12:36:00 +0000 2009,0,12
1409956469949272079,45,20,17,0,1,62,1,Tue Jun 29 19:26:42 +0000 2021,1,0
2494886359,2223,63592,1172,0,10,38,1,Wed May 14 20:29:29 +0000 2014,0,7
1385913338933166083,229,2778,263,0,1,103,1,Sat Apr 24 11:07:57 +0000 2021,0,0
937845173412945921,48,1019,81,0,0,49,1,Tue Dec 05 00:44:48 +0000 2017,0,4
1345969495660244994,1,2680,145,0,1,5,1,Mon Jan 04 05:45:18 +0000 2021,0,0
1093488259412434945,261,16894,467,0,0,6,1,Thu Feb 07 12:34:51 +0000 2019,0,2
454174597,594,31987,354,0,47,42,0,Tue Jan 03 18:13:51 +0000 2012,0,9
790180596790288388,451,7413,1078,0,1,69,1,Sun Oct 23 13:18:29 +0000 2016,0,5
252791807,2165,11525,327,0,1,131,0,Tue Feb 15 22:43:47 +0000 2011,1,10
1094418650780631040,434,15888,504,0,1,48,1,Sun Feb 10 02:11:54 +0000 2019,0,2
2845700229,528,7303,102,0,1,143,0,Sun Oct 26 20:26:20 +0000 2014,1,7
821428922260725761,24,371,47,0,0,70,1,Tue Jan 17 18:48:11 +0000 2017,0,4
1208512432173223936,1037,66421,1242,0,2,118,1,Sat Dec 21 22:20:10 +0000 2019,0,2
336996630,250,2181,128,0,0,160,1,Sun Jul 17 08:11:48 +0000 2011,0,10
1385758494612246534,262,2423,102,0,2,24,1,Sat Apr 24 00:52:37 +0000 2021,1,0
338696738,5000,100219,844,0,148,116,0,Tue Jul 19 23:35:35 +0000 2011,1,10
1012238272964321281,577,48869,489,0,1,54,1,Thu Jun 28 07:36:25 +0000 2018,1,3
182810534,206,42361,164,0,4,73,1,Wed Aug 25 13:09:36 +0000 2010,0,11
1432402601635721219,369,2074,451,0,3,113,1,Mon Aug 30 17:59:38 +0000 2021,0,0
972603161025433600,863,14730,410,0,13,97,1,Sat Mar 10 22:40:38 +0000 2018,0,3
555455429,282,26331,306,0,0,54,1,Mon Apr 16 22:03:35 +0000 2012,1,9
1197695237516353536,101,557,81,0,0,33,1,Fri Nov 22 01:56:55 +0000 2019,0,2
157119787,456,12090,309,0,5,59,0,Fri Jun 18 22:44:19 +0000 2010,0,11
1061188995990896640,713,2741,54,0,0,47,1,Sat Nov 10 09:29:07 +0000 2018,0,3
3102903550,1274,134632,418,0,16,69,1,Sat Mar 21 21:27:55 +0000 2015,0,6
853676391010889728,644,21359,334,0,1,36,1,Sun Apr 16 18:28:06 +0000 2017,1,4
16335397,599,7098,52,0,1,82,0,Wed Sep 17 19:35:23 +0000 2008,0,13
997863495050772480,1839,6439,3116,0,0,20,1,Sat May 19 15:36:11 +0000 2018,0,3
1357424154480377862,262,3971,203,0,0,28,1,Thu Feb 04 20:22:13 +0000 2021,0,0
1360677946361602062,4986,1618,247,0,0,102,1,Sat Feb 13 19:51:41 +0000 2021,0,0
1224596065988620288,113,406,12,0,0,115,1,Tue Feb 04 07:33:00 +0000 2020,0,1
1432863281727770629,1777,512,1733,0,0,89,1,Wed Sep 01 00:30:30 +0000 2021,0,0
1418163416074788868,211,144,27,0,0,41,1,Thu Jul 22 10:58:19 +0000 2021,0,0
1436001700284878849,167,4630,157,0,1,23,1,Thu Sep 09 16:21:34 +0000 2021,1,0
2868998419,288,152317,41,0,1,36,0,Tue Oct 21 13:52:31 +0000 2014,0,7
775876097841913856,122,143,4,0,0,1,1,Wed Sep 14 01:57:31 +0000 2016,0,5
1253189572046974976,357,7656,220,0,1,28,1,Thu Apr 23 05:11:07 +0000 2020,0,1
1391787240934813705,466,21928,351,0,0,2,1,Mon May 10 16:09:05 +0000 2021,0,0
332238954,36,163,7,0,0,5,1,Sat Jul 09 13:15:53 +0000 2011,0,10
1302094484285472769,1513,35927,593,0,17,82,1,Sat Sep 05 04:04:39 +0000 2020,1,1
1261016678856642562,2088,2147,2086,0,9,16,1,Thu May 14 19:33:08 +0000 2020,0,1
1000549405638975489,104,3099,79,0,3,13,1,Sun May 27 01:29:02 +0000 2018,0,3
1420893083114381313,78,593,5,0,0,5,1,Thu Jul 29 23:44:58 +0000 2021,0,0
1408469007129325570,4104,17555,4536,0,31,37,1,Fri Jun 25 16:56:03 +0000 2021,1,0
854702882431668224,399,9351,1721,0,0,24,1,Wed Apr 19 14:27:01 +0000 2017,0,4
1028332538073440266,297,8421,303,0,0,93,1,Sat Aug 11 17:29:17 +0000 2018,0,3
58459311,4727,128155,2129,0,43,145,0,Mon Jul 20 12:20:59 +0000 2009,0,12
196129723,99,263268,1501,0,24,14,0,Tue Sep 28 12:08:16 +0000 2010,1,11
1159826180343623680,1505,20061,461,0,17,65,1,Fri Aug 09 13:58:04 +0000 2019,0,2
1446076657002065920,388,585,110,0,0,123,1,Thu Oct 07 11:35:36 +0000 2021,0,0
1279401343,268,3123,78,0,2,41,1,Tue Mar 19 03:09:50 +0000 2013,0,8
1416325106,4065,118204,5362,0,36,72,0,Thu May 09 19:47:50 +0000 2013,0,8
254290575,877,19864,454,0,3,33,0,Sat Feb 19 00:51:10 +0000 2011,0,10
3821798058,1694,22468,453,0,0,131,1,Thu Oct 08 05:09:30 +0000 2015,0,6
1317215773828485122,795,19959,628,0,0,158,1,Fri Oct 16 21:28:22 +0000 2020,0,1
1355117481485066244,79,793,3,0,0,104,1,Fri Jan 29 11:36:14 +0000 2021,0,0
1405216078188343298,424,32337,381,0,16,43,1,Wed Jun 16 17:30:01 +0000 2021,1,0
1313489894392688642,188,41,9,0,0,104,1,Tue Oct 06 14:43:03 +0000 2020,0,1
456732566,809,563,73,0,0,86,0,Fri Jan 06 16:00:15 +0000 2012,0,9
756601803324657665,234,13792,349,0,0,12,1,Fri Jul 22 21:28:21 +0000 2016,1,5
1105121167596113920,98,28819,520,0,3,14,1,Mon Mar 11 14:59:53 +0000 2019,1,2
14362177,1369,16277,1405,0,37,145,0,Fri Apr 11 16:21:29 +0000 2008,1,13
1137069692873560071,462,2308,583,0,0,21,1,Fri Jun 07 18:51:55 +0000 2019,0,2
1304498681719259139,54,238,25,0,0,52,1,Fri Sep 11 19:15:07 +0000 2020,0,1
1075900980602916865,2864,30270,2473,0,0,90,1,Thu Dec 20 23:49:17 +0000 2018,0,3
1329914344319053824,149,1223,109,0,5,2,1,Fri Nov 20 22:27:52 +0000 2020,0,1
810609822173450240,82,34772,378,0,2,153,1,Sun Dec 18 22:16:56 +0000 2016,0,5
1314384554061369346,535,5067,270,0,0,56,1,Fri Oct 09 01:58:06 +0000 2020,0,1
1392609646972702723,87,10642,136,0,3,102,1,Wed May 12 22:36:41 +0000 2021,0,0
1346024406032777217,365,8637,17,0,0,31,1,Mon Jan 04 09:23:31 +0000 2021,0,0
827908931112542211,516,3517,318,0,2,83,0,Sat Feb 04 15:57:25 +0000 2017,0,4
1047745357235605504,548,9436,146,0,0,9,1,Thu Oct 04 07:08:54 +0000 2018,0,3
2911275529,226,25157,263,0,0,20,0,Wed Nov 26 21:39:42 +0000 2014,0,7
1694065164,554,32384,619,0,17,108,0,Fri Aug 23 15:15:04 +0000 2013,1,8
4246717214,4,32735,11,0,0,59,1,Sun Nov 15 15:05:22 +0000 2015,0,6
394855939,479,27362,672,0,2,128,0,Thu Oct 20 18:48:30 +0000 2011,0,10
611792482,1039,22649,243,0,0,62,1,Mon Jun 18 16:05:12 +0000 2012,0,9
1382869103489191943,136,559,667,0,30,141,1,Fri Apr 16 01:31:20 +0000 2021,0,0
1397087314120044545,212,22160,210,0,3,47,1,Tue May 25 07:09:27 +0000 2021,1,0
73398003,15068,286459,15238,0,27,137,1,Fri Sep 11 14:33:37 +0000 2009,0,12
223292418,287,9835,105,0,0,95,1,Sun Dec 05 23:52:38 +0000 2010,0,11
743335285,1286,47977,996,0,4,9,0,Tue Aug 07 17:22:01 +0000 2012,1,9
1397550842685792257,47,51,1304,0,3,83,1,Wed May 26 13:51:40 +0000 2021,1,0
1403701610757472256,696,1755,626,0,0,51,1,Sat Jun 12 13:12:15 +0000 2021,0,0
598465307,328,51393,343,0,1,81,1,Sun Jun 03 16:35:09 +0000 2012,0,9
1238379409352069121,5235,67459,6599,0,0,72,1,Fri Mar 13 08:20:54 +0000 2020,0,1
544793725,730,3725,224,0,1,120,0,Wed Apr 04 03:07:09 +0000 2012,0,9
1385988194555076610,1800,2881,699,0,0,55,1,Sat Apr 24 16:05:32 +0000 2021,0,0
1410360136598573058,211,7555,22836,0,17,127,1,Wed Jun 30 22:10:45 +0000 2021,0,0
874053968,257,15795,94,0,1,85,0,Thu Oct 11 17:55:54 +0000 2012,0,9
1374265733425680386,3088,8912,3148,0,13,31,1,Tue Mar 23 07:44:28 +0000 2021,0,0
1412762794525487106,1,6,0,0,0,2,1,Wed Jul 07 13:18:05 +0000 2021,0,0
3579709414,233,2430,77,0,1,139,1,Mon Sep 07 18:46:21 +0000 2015,1,6
1434382662416977920,400,10219,395,0,0,37,1,Sun Sep 05 05:07:53 +0000 2021,0,0
1348703602106363918,133,7628,135,0,5,50,1,Mon Jan 11 18:49:41 +0000 2021,0,0
909859481642729472,528,13032,137,0,0,63,0,Mon Sep 18 19:19:39 +0000 2017,1,4
247668257,882,14915,441,0,2,39,0,Sat Feb 05 09:03:38 +0000 2011,0,10
983213964271251456,433,4769,487,0,0,114,1,Mon Apr 09 05:24:11 +0000 2018,0,3
1122388508771901440,76,6313,0,0,0,124,1,Sun Apr 28 06:34:08 +0000 2019,0,2
1318181918052155392,54,517,31,0,0,73,1,Mon Oct 19 13:27:28 +0000 2020,0,1
28220538,1010,82750,972,0,11,108,0,Wed Apr 01 23:02:51 +0000 2009,1,12
1170153353315323904,14174,68126,16173,0,1,95,1,Sat Sep 07 01:54:55 +0000 2019,0,2
1152518024093548546,251,3405,128,0,1,15,0,Sat Jul 20 09:58:04 +0000 2019,0,2
2233987679,149,8506,210,0,0,24,1,Fri Dec 20 00:43:15 +0000 2013,1,8
2947668019,247,5438,90,0,0,39,1,Mon Dec 29 01:09:36 +0000 2014,0,7
1119812589658279938,155,8313,32,0,0,25,1,Sun Apr 21 03:58:21 +0000 2019,0,2
1168563463498752000,2625,117908,1416,0,54,136,1,Mon Sep 02 16:37:03 +0000 2019,1,2
1445212653689974793,42,12,16,0,0,19,1,Tue Oct 05 02:22:22 +0000 2021,0,0
2384663778,838,1698,185,0,2,54,1,Wed Mar 12 04:31:00 +0000 2014,1,7
1165763006782988288,92,6683,119,0,0,14,1,Sun Aug 25 23:11:41 +0000 2019,1,2
714798880861327360,453,3366,1205,0,0,36,1,Tue Mar 29 12:58:28 +0000 2016,0,5
1089105580977836032,273,160220,155,0,0,159,1,Sat Jan 26 10:19:39 +0000 2019,0,2
1317183693757292548,1021,10808,1034,0,7,160,1,Fri Oct 16 19:20:49 +0000 2020,0,1
1270077746455228418,371,1037,13,0,0,17,1,Mon Jun 08 19:38:35 +0000 2020,0,1
825404114100170752,263,46037,178,0,1,105,1,Sat Jan 28 18:04:10 +0000 2017,0,4
1190003430393286656,2324,24855,11192,0,3,25,1,Thu Oct 31 20:31:50 +0000 2019,1,2
377622382,1301,62086,586,0,8,104,0,Wed Sep 21 21:24:18 +0000 2011,1,10
1347061232336035840,200,7279,18,0,1,42,1,Thu Jan 07 06:03:26 +0000 2021,0,0
1405430340932407303,105,3226,91,0,6,62,1,Thu Jun 17 07:41:46 +0000 2021,0,0
1071546719282839553,1853,60610,307,0,7,114,0,Sat Dec 08 23:27:01 +0000 2018,0,3
1303907629790617600,2071,31772,2478,0,1,35,1,Thu Sep 10 04:06:30 +0000 2020,1,1
343329140,875,183133,8058,0,16,56,0,Wed Jul 27 12:03:39 +0000 2011,0,10
817748448145448960,261,340,46,0,0,62,1,Sat Jan 07 15:03:17 +0000 2017,0,4
2176421874,275,143785,3373,0,14,35,0,Tue Nov 05 16:41:30 +0000 2013,0,8
697264773537226753,1256,3932,355,0,0,37,1,Wed Feb 10 03:44:11 +0000 2016,0,5
1241293015,619,7230,506,0,3,158,1,Mon Mar 04 12:47:36 +0000 2013,1,8
816978612977102848,937,22901,38809,0,39,102,0,Thu Jan 05 12:04:14 +0000 2017,1,4
1419118673558609921,331,407,12,0,2,26,1,Sun Jul 25 02:14:02 +0000 2021,0,0
1244837426775896065,277,2547,296,0,0,6,1,Tue Mar 31 04:02:31 +0000 2020,0,1
1249889110745133056,732,41511,801,0,2,11,1,Tue Apr 14 02:36:28 +0000 2020,1,1
740259293417504772,999,3379,558,0,6,49,0,Tue Jun 07 19:09:04 +0000 2016,1,5
1219422858025340928,1807,24057,613,0,10,139,1,Tue Jan 21 00:54:15 +0000 2020,1,1
245786859,7,45775,13,0,0,39,0,Tue Feb 01 13:33:51 +0000 2011,0,10
16194373,114,9765,202,0,10,27,0,Mon Sep 08 23:53:24 +0000 2008,1,13
35622707,1473,21046,370,0,7,75,0,Mon Apr 27 01:08:27 +0000 2009,0,12
1316725574128205828,110,3578,90,0,0,71,1,Thu Oct 15 13:00:43 +0000 2020,1,1
35910114,1796,24358,2382,0,76,150,0,Mon Apr 27 23:47:49 +0000 2009,0,12
1072254617914957825,988,513,1331,0,24,160,0,Mon Dec 10 22:19:57 +0000 2018,1,3
1359198646022119424,9,8143,11,0,0,128,1,Tue Feb 09 17:53:14 +0000 2021,0,0
1287063319057059841,421,125029,426,0,18,78,1,Sat Jul 25 16:33:12 +0000 2020,1,1
1404320039654756352,68,2920,32,0,0,55,1,Mon Jun 14 06:10:01 +0000 2021,0,0
987334117871071233,7962,103151,7278,0,39,110,0,Fri Apr 20 14:16:12 +0000 2018,1,3
1083478062736527360,45,274,32,0,0,12,1,Thu Jan 10 21:37:54 +0000 2019,0,2
826744428790427653,6805,39592,6896,0,7,12,0,Wed Feb 01 10:50:06 +0000 2017,0,4
1005191544582934531,105,1068,135,0,0,17,1,Fri Jun 08 20:55:14 +0000 2018,0,3
1412125186351112192,1282,16758,938,0,11,48,1,Mon Jul 05 19:04:54 +0000 2021,0,0
1345290768,412,38891,412,0,1,6,1,Thu Apr 11 21:12:12 +0000 2013,0,8
1431995306829176835,199,1097,34,0,0,36,1,Sun Aug 29 15:01:34 +0000 2021,0,0
2302700083,419,15792,319,0,1,42,0,Tue Jan 21 07:52:09 +0000 2014,0,7
1356984713383149574,74,2775,49,0,0,1,1,Wed Feb 03 15:16:12 +0000 2021,0,0
1183585206260948992,122,39075,145,0,1,125,1,Mon Oct 14 03:28:06 +0000 2019,0,2
47077745,749,693,819,0,2,15,0,Sun Jun 14 11:38:44 +0000 2009,0,12
535881981,3064,247469,5203,0,21,94,0,Sat Mar 24 23:10:03 +0000 2012,0,9
1439271002953949188,42,837,23,0,0,28,1,Sat Sep 18 16:52:18 +0000 2021,0,0
1613733721,1295,64228,1113,0,2,152,0,Mon Jul 22 21:38:09 +0000 2013,0,8
809445657094275072,112,740,90,0,3,48,0,Thu Dec 15 17:10:58 +0000 2016,1,5
1241538242815635461,338,6242,187,0,0,75,1,Sun Mar 22 01:32:54 +0000 2020,0,1
1354705072748429312,294,2797,84,0,1,31,1,Thu Jan 28 08:17:25 +0000 2021,0,0
2932252697,670,77433,1533,0,18,15,1,Fri Dec 19 16:38:13 +0000 2014,0,7
2313513074,1201,22140,1964,0,22,34,0,Mon Jan 27 11:46:10 +0000 2014,1,7
1020479739633360896,288,22776,378,0,2,16,1,Sat Jul 21 01:25:04 +0000 2018,1,3
1234200425827651587,333,1202,35,0,0,112,1,Sun Mar 01 19:35:00 +0000 2020,0,1
19439876,1181,36432,1304,0,0,49,0,Sat Jan 24 09:55:13 +0000 2009,0,12
1013498594651975680,2504,1579,446,0,0,30,1,Sun Jul 01 19:04:29 +0000 2018,0,3
3147726643,42,651,28,0,2,38,1,Fri Apr 10 09:05:07 +0000 2015,0,6
1408443171017662466,29,2182,105,0,1,28,1,Fri Jun 25 15:13:33 +0000 2021,0,0
1389275351038185474,248,7570,115,0,2,91,1,Mon May 03 17:47:23 +0000 2021,0,0
3905405539,2998,14851,7099,0,54,24,1,Thu Oct 15 18:18:21 +0000 2015,1,6
3039519656,637,77896,641,0,11,18,0,Tue Feb 24 12:22:38 +0000 2015,1,6
90943703,118,6948,33,0,1,98,0,Wed Nov 18 19:49:57 +0000 2009,0,12
796269905137963008,65,17538,6,0,0,55,1,Wed Nov 09 08:35:14 +0000 2016,0,5
1402179100320702464,237,2088,268,0,2,102,1,Tue Jun 08 08:25:50 +0000 2021,0,0
839264740081815554,808,8083,766,0,4,71,1,Wed Mar 08 00:01:21 +0000 2017,0,4
993972927337988096,435,6435,25,0,3,43,1,Tue May 08 21:56:27 +0000 2018,0,3
1253728190855622656,4996,20600,430,0,2,58,1,Fri Apr 24 16:51:27 +0000 2020,0,1
1086547156037705729,207,765,14,0,0,55,0,Sat Jan 19 08:53:23 +0000 2019,0,2
1203617132484997120,2485,19091,1703,0,16,59,1,Sun Dec 08 10:07:50 +0000 2019,1,2
377127316,36,1163,558,0,0,111,1,Wed Sep 21 02:09:20 +0000 2011,0,10
807993785502179328,190,362,178,0,1,32,1,Sun Dec 11 17:01:45 +0000 2016,0,5
1446501675854974979,759,614,1149,0,0,84,1,Fri Oct 08 15:44:27 +0000 2021,0,0
1246140615710183426,299,5711,89,0,0,50,1,Fri Apr 03 18:21:01 +0000 2020,0,1
1417940538179956746,432,184,14,0,0,28,1,Wed Jul 21 20:12:46 +0000 2021,0,0
3287610589,1133,22591,1741,0,2,15,1,Wed Jul 22 13:11:48 +0000 2015,0,6
726607936492019712,785,3830,243,0,0,64,1,Sun May 01 03:03:26 +0000 2016,0,5
1326699859810914310,311,3527,37,0,3,155,1,Thu Nov 12 01:35:13 +0000 2020,0,1
3313296709,0,51436,29,0,1,117,1,Wed Aug 12 10:16:26 +0000 2015,0,6
48118512,4069,177681,2854,0,112,156,0,Wed Jun 17 21:13:54 +0000 2009,1,12
1302854546335637504,308,12818,195,0,2,63,1,Mon Sep 07 06:21:54 +0000 2020,0,1
1424448141504352256,27,919,4,0,0,9,1,Sun Aug 08 19:11:36 +0000 2021,0,0
241326045,110,434,7,0,0,4,1,Sat Jan 22 00:34:08 +0000 2011,0,10
1327193657351561217,4995,14010,107,0,0,29,1,Fri Nov 13 10:17:33 +0000 2020,0,1
1031286596,177,10257,896,0,2,7,0,Sun Dec 23 20:31:35 +0000 2012,1,9
